variant_name,prompt_variant,model_variant,model_variant_type,checkpoint_name,prompt,use_en_prompt,sample_folder,sample_id,sample_id_str,split,sample_dir,layer_index,layer_name,pred_layer_path,target_layer_path,iou,dice,precision,recall,soft_iou,alpha_mae,pred_alpha_mean,target_alpha_mean,pred_coverage,target_coverage,coverage_ratio,pred_pixel_count,target_pixel_count,intersection_pixel_count,union_pixel_count,empty_layer,full_layer,multi_layer_overlap_fraction,mean_pairwise_overlap_fraction,composite_rgb_mae,composite_rgb_psnr
base_model,default,base_model,base,,,,00504,504,00504,test,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/00504,2,FACE,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/00504/layer_02.png,/content/processed_celebmaskhq_bghairface_5k_test_eval_32/layered_layers/00504/02_face.png,0.0,0.0,0.0,0.0,0.0019147624305312424,0.42226940393447876,0.06544147431850433,0.3584481179714203,0.0118701171875,0.35808349609375,0.03314902059711872,4862,146671,0,151533,False,False,0.1191455078125,0.04735351562499999,0.015013199299573898,34.06725716380999
base_model,default,base_model,base,,,,00683,683,00683,test,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/00683,0,BG,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/00683/layer_00.png,/content/processed_celebmaskhq_bghairface_5k_test_eval_32/layered_layers/00683/00_bg.png,0.48389892578125,0.6521993073436382,0.48389892578125,1.0,0.4834647369384766,0.5165351629257202,1.0,0.483464777469635,1.0,0.48389892578125,2.06654726167352,409600,198205,198205,409600,False,True,1.0,0.348076171875,0.020740238949656487,28.300289976596112
base_model,default,base_model,base,,,,00683,683,00683,test,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/00683,1,HAIR,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/00683/layer_01.png,/content/processed_celebmaskhq_bghairface_5k_test_eval_32/layered_layers/00683/01_hair.png,0.10486328125,0.1898212802064735,0.10486328125,1.0,0.10473186805205181,0.8952557444572449,0.9999468326568604,0.10476967692375183,1.0,0.10486328125,9.536226485379029,409600,42952,42952,409600,False,True,1.0,0.348076171875,0.020740238949656487,28.300289976596112
base_model,default,base_model,base,,,,00683,683,00683,test,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/00683,2,FACE,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/00683/layer_02.png,/content/processed_celebmaskhq_bghairface_5k_test_eval_32/layered_layers/00683/02_face.png,0.0,0.0,0.0,0.0,0.012817226335200757,0.45206260681152344,0.04736774414777756,0.41643351316452026,0.0221142578125,0.4159326171875,0.05316788561097871,9058,170366,0,179424,False,False,1.0,0.348076171875,0.020740238949656487,28.300289976596112
base_model,default,base_model,base,,,,00867,867,00867,test,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/00867,0,BG,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/00867/layer_00.png,/content/processed_celebmaskhq_bghairface_5k_test_eval_32/layered_layers/00867/00_bg.png,0.371748046875,0.5420063075313063,0.371748046875,1.0,0.37133838653564455,0.6286615133285522,1.0,0.371338427066803,1.0,0.371748046875,2.6899939580213834,409600,152268,152268,409600,False,True,0.99189453125,0.4112239583333333,0.017289523035287857,30.07464057344782
base_model,default,base_model,base,,,,00867,867,00867,test,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/00867,1,HAIR,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/00867/layer_01.png,/content/processed_celebmaskhq_bghairface_5k_test_eval_32/layered_layers/00867/01_hair.png,0.16873923352092607,0.2887542895476946,0.22586911549523184,0.40016627035917973,0.16946872567130292,0.538565456867218,0.48515745997428894,0.27319490909576416,0.4838623046875,0.2731103515625,1.771673251926412,198190,111866,44765,265291,False,False,0.99189453125,0.4112239583333333,0.017289523035287857,30.07464057344782
base_model,default,base_model,base,,,,00867,867,00867,test,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/00867,2,FACE,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/00867/layer_02.png,/content/processed_celebmaskhq_bghairface_5k_test_eval_32/layered_layers/00867/02_face.png,0.5870380933533559,0.7397908037770725,0.5872728119686653,0.9993196290326842,0.5826421784543638,0.26448342204093933,0.6331201791763306,0.3698137700557709,0.6289208984375,0.369599609375,1.70162760588686,257606,151388,151285,257709,False,False,0.99189453125,0.4112239583333333,0.017289523035287857,30.07464057344782
base_model,default,base_model,base,,,,01022,1022,01022,test,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/01022,0,BG,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/01022/layer_00.png,/content/processed_celebmaskhq_bghairface_5k_test_eval_32/layered_layers/01022/00_bg.png,0.08212890625,0.1517913545708871,0.08213572415679035,0.9989903189404288,0.08220135433291574,0.917317271232605,0.9993651509284973,0.08226856589317322,0.9999169921875,0.0822119140625,12.162677436597969,409566,33674,33640,409600,False,True,0.9999169921875,0.3333056640625,0.013457654044032097,35.188449964916884
base_model,default,base_model,base,,,,01022,1022,01022,test,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/01022,1,HAIR,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/01022/layer_01.png,/content/processed_celebmaskhq_bghairface_5k_test_eval_32/layered_layers/01022/01_hair.png,0.0,0.0,0.0,0.0,0.0025009027429908517,0.6055659055709839,0.002287951996549964,0.6063143610954285,0.0,0.6061572265625,0.0,0,248282,0,248282,True,False,0.9999169921875,0.3333056640625,0.013457654044032097,35.188449964916884
base_model,default,base_model,base,,,,01022,1022,01022,test,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/01022,2,FACE,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/01022/layer_02.png,/content/processed_celebmaskhq_bghairface_5k_test_eval_32/layered_layers/01022/02_face.png,0.32326904296875,0.48859155994989034,0.32326904296875,1.0,0.3233051498224806,0.6760167479515076,0.9989835619926453,0.3229953646659851,1.0,0.32326904296875,3.0933985847097296,409600,132411,132411,409600,False,True,0.9999169921875,0.3333056640625,0.013457654044032097,35.188449964916884
base_model,default,base_model,base,,,,01187,1187,01187,test,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/01187,0,BG,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/01187/layer_00.png,/content/processed_celebmaskhq_bghairface_5k_test_eval_32/layered_layers/01187/00_bg.png,0.305517578125,0.4680405430676591,0.305517578125,1.0,0.30544477462768554,0.6945550441741943,1.0,0.3054448068141937,1.0,0.305517578125,3.273134089819402,409600,125140,125140,409600,False,True,1.0,0.3333333333333333,0.01041531004011631,36.93699546533018
base_model,default,base_model,base,,,,01187,1187,01187,test,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/01187,1,HAIR,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/01187/layer_01.png,/content/processed_celebmaskhq_bghairface_5k_test_eval_32/layered_layers/01187/01_hair.png,0.0,0.0,0.0,0.0,0.003037257067948549,0.34394511580467224,0.0031171778682619333,0.34292367100715637,0.0,0.3431298828125,0.0,0,140546,0,140546,True,False,1.0,0.3333333333333333,0.01041531004011631,36.93699546533018
base_model,default,base_model,base,,,,01187,1187,01187,test,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/01187,2,FACE,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/01187/layer_02.png,/content/processed_celebmaskhq_bghairface_5k_test_eval_32/layered_layers/01187/02_face.png,0.3547900390625,0.5237564919033666,0.3547900390625,1.0,0.35537585215962664,0.6439863443374634,0.9988662004470825,0.3551684617996216,1.0,0.3547900390625,2.8185684204731563,409600,145322,145322,409600,False,True,1.0,0.3333333333333333,0.01041531004011631,36.93699546533018
base_model,default,base_model,base,,,,01324,1324,01324,test,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/01324,0,BG,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/01324/layer_00.png,/content/processed_celebmaskhq_bghairface_5k_test_eval_32/layered_layers/01324/00_bg.png,0.3000341796875,0.46157890980931243,0.3000341796875,1.0,0.2997521209716797,0.7002478241920471,1.0,0.2997521758079529,1.0,0.3000341796875,3.3329536022914055,409600,122894,122894,409600,False,True,1.0,0.8397021484375,0.015572570264339447,33.12560293243954
base_model,default,base_model,base,,,,01324,1324,01324,test,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/01324,1,HAIR,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/01324/layer_01.png,/content/processed_celebmaskhq_bghairface_5k_test_eval_32/layered_layers/01324/01_hair.png,0.40835205078125,0.5799005306304291,0.40835205078125,1.0,0.4088107360001527,0.5906895995140076,0.9990236163139343,0.4085967242717743,1.0,0.40835205078125,2.4488673390688804,409600,167261,167261,409600,False,True,1.0,0.8397021484375,0.015572570264339447,33.12560293243954
base_model,default,base_model,base,,,,01324,1324,01324,test,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/01324,2,FACE,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/01324/layer_02.png,/content/processed_celebmaskhq_bghairface_5k_test_eval_32/layered_layers/01324/02_face.png,0.40442540170291824,0.57593005824665,0.40442540170291824,1.0,0.40517021563273153,0.45099541544914246,0.7581100463867188,0.30727919936180115,0.75955322265625,0.3071826171875,2.4726438937546695,311113,125822,125822,311113,False,False,1.0,0.8397021484375,0.015572570264339447,33.12560293243954
base_model,default,base_model,base,,,,01455,1455,01455,test,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/01455,0,BG,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/01455/layer_00.png,/content/processed_celebmaskhq_bghairface_5k_test_eval_32/layered_layers/01455/00_bg.png,0.36121337890625,0.5307226398207884,0.36121337890625,1.0,0.3609343719482422,0.639065682888031,1.0,0.36093437671661377,1.0,0.36121337890625,2.768446736463607,409600,147953,147953,409600,False,True,1.0,0.4547770182291666,0.014293063431978226,34.49896641371561
base_model,default,base_model,base,,,,01455,1455,01455,test,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/01455,1,HAIR,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/01455/layer_01.png,/content/processed_celebmaskhq_bghairface_5k_test_eval_32/layered_layers/01455/01_hair.png,0.004412959520974079,0.008787141741139447,0.010616222873743256,0.007495699188989924,0.006173083429122618,0.4373699426651001,0.18441586196422577,0.25838738679885864,0.18236572265625,0.2582861328125,0.7060608352080459,74697,105794,793,179698,False,False,1.0,0.4547770182291666,0.014293063431978226,34.49896641371561
base_model,default,base_model,base,,,,01455,1455,01455,test,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/01455,2,FACE,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/01455/layer_02.png,/content/processed_celebmaskhq_bghairface_5k_test_eval_32/layered_layers/01455/02_face.png,0.3924540557435815,0.563686901014494,0.3924540557435815,1.0,0.39556936655505837,0.5999521017074585,0.9925808906555176,0.39264798164367676,0.9997998046875,0.39237548828125,2.548068965946353,409518,160717,160717,409518,False,True,1.0,0.4547770182291666,0.014293063431978226,34.49896641371561
base_model,default,base_model,base,,,,01647,1647,01647,test,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/01647,0,BG,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/01647/layer_00.png,/content/processed_celebmaskhq_bghairface_5k_test_eval_32/layered_layers/01647/00_bg.png,0.30337890625,0.465526800833171,0.30337890625,1.0,0.30321121375407584,0.6963595747947693,0.9993838667869568,0.3030247390270233,1.0,0.30337890625,3.296208073134616,409600,124264,124264,409600,False,True,0.93328125,0.33202311197916673,0.02192518301308155,26.072728445378857
base_model,default,base_model,base,,,,01647,1647,01647,test,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/01647,1,HAIR,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/01647/layer_01.png,/content/processed_celebmaskhq_bghairface_5k_test_eval_32/layered_layers/01647/01_hair.png,0.11412972331954936,0.20487690244812762,0.20303991341932037,0.20674743501217105,0.1152831718072469,0.5619198679924011,0.35803812742233276,0.3503238260746002,0.35642333984375,0.35003173828125,1.0182600629128218,145991,143373,29642,259722,False,False,0.93328125,0.33202311197916673,0.02192518301308155,26.072728445378857
base_model,default,base_model,base,,,,01647,1647,01647,test,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/01647,2,FACE,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/01647/layer_02.png,/content/processed_celebmaskhq_bghairface_5k_test_eval_32/layered_layers/01647/02_face.png,0.4877359629400492,0.6556754358161648,0.518949185197078,0.8902192997555686,0.48833299376063183,0.3308916985988617,0.6077141165733337,0.3547811210155487,0.608251953125,0.35457763671875,1.7154267222088342,249140,145235,129291,265084,False,False,0.93328125,0.33202311197916673,0.02192518301308155,26.072728445378857
base_model,default,base_model,base,,,,01776,1776,01776,test,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/01776,0,BG,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/01776/layer_00.png,/content/processed_celebmaskhq_bghairface_5k_test_eval_32/layered_layers/01776/00_bg.png,0.1192236328125,0.21304702530789602,0.1192236328125,1.0,0.11910810470581054,0.8808919787406921,1.0,0.1191081553697586,1.0,0.1192236328125,8.38759880411189,409600,48834,48834,409600,False,True,1.0,0.36557617187499997,0.020528754219412804,30.621518141475562
base_model,default,base_model,base,,,,01776,1776,01776,test,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/01776,1,HAIR,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/01776/layer_01.png,/content/processed_celebmaskhq_bghairface_5k_test_eval_32/layered_layers/01776/01_hair.png,0.4513818359375,0.6220028730701816,0.46422509465987727,0.9422479079391289,0.4536991211010464,0.5461299419403076,0.9742109775543213,0.47903332114219666,0.972333984375,0.4790478515625,2.029722043849188,398268,196218,184886,409600,False,True,1.0,0.36557617187499997,0.020528754219412804,30.621518141475562
base_model,default,base_model,base,,,,01776,1776,01776,test,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/01776,2,FACE,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/01776/layer_02.png,/content/processed_celebmaskhq_bghairface_5k_test_eval_32/layered_layers/01776/02_face.png,0.00033734727702078353,0.0006744670244274362,0.0022156573116691287,0.00039777706036987504,0.012640968396628852,0.556207537651062,0.1467667520046234,0.4236828088760376,0.0760302734375,0.42349609375,0.17953004658027025,31142,173464,69,204537,False,False,1.0,0.36557617187499997,0.020528754219412804,30.621518141475562
base_model,default,base_model,base,,,,01933,1933,01933,test,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/01933,0,BG,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/01933/layer_00.png,/content/processed_celebmaskhq_bghairface_5k_test_eval_32/layered_layers/01933/00_bg.png,0.48588623046875,0.6540019289571966,0.48588623046875,1.0,0.4859067153930664,0.5140933990478516,1.0,0.4859067499637604,1.0,0.48588623046875,2.058094955757993,409600,199019,199019,409600,False,True,1.0,0.79880859375,0.013434882275760174,34.77917337459085
base_model,default,base_model,base,,,,01933,1933,01933,test,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/01933,1,HAIR,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/01933/layer_01.png,/content/processed_celebmaskhq_bghairface_5k_test_eval_32/layered_layers/01933/01_hair.png,0.2332861328125,0.378316315420644,0.2332861328125,1.0,0.23332109765858292,0.7647247314453125,0.9971542954444885,0.23302339017391205,1.0,0.2332861328125,4.286581409464805,409600,95554,95554,409600,False,True,1.0,0.79880859375,0.013434882275760174,34.77917337459085
base_model,default,base_model,base,,,,01933,1933,01933,test,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/01933,2,FACE,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/01933/layer_02.png,/content/processed_celebmaskhq_bghairface_5k_test_eval_32/layered_layers/01933/02_face.png,0.40676182217435697,0.5782952249097105,0.40676182217435697,1.0,0.406198281188086,0.41547757387161255,0.6996130347251892,0.28429073095321655,0.698212890625,0.28400634765625,2.4584411453721775,285988,116329,116329,285988,False,False,1.0,0.79880859375,0.013434882275760174,34.77917337459085
base_model,default,base_model,base,,,,02130,2130,02130,test,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/02130,0,BG,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/02130/layer_00.png,/content/processed_celebmaskhq_bghairface_5k_test_eval_32/layered_layers/02130/00_bg.png,0.5505106551549542,0.7101023824953174,0.7052991039318101,0.7149715329287863,0.5492046633604595,0.41954848170280457,0.7253744602203369,0.7164469957351685,0.7263720703125,0.71654541015625,1.0137139391544037,297522,293497,209842,381177,False,False,0.53718017578125,0.2730314127604167,0.01273694634437561,34.15364824238552
base_model,default,base_model,base,,,,02130,2130,02130,test,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/02130,1,HAIR,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/02130/layer_01.png,/content/processed_celebmaskhq_bghairface_5k_test_eval_32/layered_layers/02130/01_hair.png,0.0,0.0,0.0,0.0,0.0,0.5277776718139648,0.5277776718139648,0.0,0.5291015625,0.0,,216720,0,0,216720,False,False,0.53718017578125,0.2730314127604167,0.01273694634437561,34.15364824238552
base_model,default,base_model,base,,,,02130,2130,02130,test,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/02130,2,FACE,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/02130/layer_02.png,/content/processed_celebmaskhq_bghairface_5k_test_eval_32/layered_layers/02130/02_face.png,0.1675520749233005,0.2870143071508094,0.23974861803457656,0.3574929157730636,0.1727630368067946,0.496597021818161,0.42046135663986206,0.2835576832294464,0.42266357421875,0.28345458984375,1.4911156473131617,173123,116103,41506,247720,False,False,0.53718017578125,0.2730314127604167,0.01273694634437561,34.15364824238552
base_model,default,base_model,base,,,,02257,2257,02257,test,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/02257,0,BG,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/02257/layer_00.png,/content/processed_celebmaskhq_bghairface_5k_test_eval_32/layered_layers/02257/00_bg.png,0.24674072265625,0.3958172187246042,0.24674072265625,1.0,0.24639232635498046,0.7536076307296753,1.0,0.2463923692703247,1.0,0.24674072265625,4.052837282936724,409600,101065,101065,409600,False,True,1.0,1.0,0.010951339267194271,35.570005159484154
base_model,default,base_model,base,,,,02257,2257,02257,test,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/02257,1,HAIR,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/02257/layer_01.png,/content/processed_celebmaskhq_bghairface_5k_test_eval_32/layered_layers/02257/01_hair.png,0.3491943359375,0.5176338599062664,0.3491943359375,1.0,0.34875003622689976,0.6497641205787659,0.9966184496879578,0.34905490279197693,1.0,0.3491943359375,2.863734880794239,409600,143030,143030,409600,False,True,1.0,1.0,0.010951339267194271,35.570005159484154
base_model,default,base_model,base,,,,02257,2257,02257,test,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/02257,2,FACE,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/02257/layer_02.png,/content/processed_celebmaskhq_bghairface_5k_test_eval_32/layered_layers/02257/02_face.png,0.41966064453125,0.5912126199283568,0.41966064453125,1.0,0.4211226700912727,0.5774114727973938,0.997422456741333,0.42010167241096497,1.0,0.41966064453125,2.382877720442368,409600,171893,171893,409600,False,True,1.0,1.0,0.010951339267194271,35.570005159484154
base_model,default,base_model,base,,,,02406,2406,02406,test,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/02406,0,BG,/content/qwen_layered_lora_bghairface_5k_default_call_32_compare/base_model/02406/layer_00.png,/content/processed_celebmaskhq_bghairface_5k_test_eval_32/layered_layers/02406/00_bg.png,0.3714501953125,0.5416896604515208,0.3714501953125,1.0,0.3712367248535156,0.6287633776664734,1.0,0.37123680114746094,1.0,0.3714501953125,2.692150960261854,409600,152146,152146,409600,False,True,1.0,0.3333333333333333,0.015326706692576408,34.6207334350236
